BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202005,22,1707,202005,22,1707,148697,895778,TEXAS,48,2020,May,Tornado,C,485,WICHITA,OUN,5/22/20 17:07,CST-6,5/22/20 17:07,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,0.1,30,,,,,9,E,HAYNESVILLE,9,E,HAYNESVILLE,34.102,-98.765,34.102,-98.765,"Numerous severe thunderstorms fired along the intersection of a stalled outflow boundary and a dryline during the afternoon and evening of the 22nd. Very large hail, some reported greater than 5 inches in diameter, along with damaging wind gusts, flooding, and few tornadoes were all reported.",A storm chaser observed a brief tornado between Haynesville and Burkburnett north of State Highway 240 and south of the Red River. No damage was reported and the location is estimated.,CSV
202005,21,1441,202005,21,1442,149144,899094,KANSAS,20,2020,May,Tornado,C,187,STANTON,DDC,5/21/20 14:41,CST-6,5/21/20 14:42,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,0.07,30,,,,,3,WNW,JOHNSON,3,WNW,JOHNSON,37.593,-101.805,37.5938,-101.8043,"A slight severe risk for much of the CWA due to a cold front pushing in from the northwest. With ample enough shear over 30kts and low level moisture ahead of it, a number of storms developed along and ahead the boundary giving way to large hail close to 3 inches in diameter. The storms out of eastern Colorado well behind the front came with mainly damaging winds and flooding hazards being more of cluster and lines that moved through the far western counties of the CWA.",This was a brief landspout tornado.,CSV
202005,20,1745,202005,20,1756,147178,890145,COLORADO,8,2020,May,Tornado,C,123,WELD,BOU,5/20/20 17:45,MST-7,5/20/20 17:56,0,0,0,0,,0.00K,Trained Spotter,,,,,EF0,4,50,,,,,2,NE,GREELEY ARPT,1,NE,LUCERNE,40.4512,-104.6037,40.493,-104.6582,"Six EF-0 landspout tornadoes occurred in Weld County in the span of approximately one hour.   The tornadoes tracked in a southeast to northwest direction over open country in an area from 5 miles east of Greeley to just east of Eaton. Three lasted less than 10 minutes, and the longest lived tornado was on the ground for 25 minutes and had a track length of 8 miles. Three farmsteads were impacted with minor damage, and there were no injuries or deaths.",A landspout touched down near a farmstead and caused minor damage. It struck an irrigation pivot and twisted it.,CSV
202005,23,1714,202005,23,1725,147690,888979,TEXAS,48,2020,May,Tornado,C,169,GARZA,LUB,5/23/20 17:14,CST-6,5/23/20 17:25,0,0,0,0,0.00K,0.00K,Social Media,,,,,EFU,0.38,30,,,,,11,S,GRAHAM CHAPEL,11,S,GRAHAM CHAPEL,32.995,-101.4639,32.9981,-101.4587,"Widespread supercell thunderstorms developed across the South Plains on the afternoon and evening of the 23rd producing very large hail, a tornado, and flash flooding. ||From the night of the 22nd through the morning of the 23rd, a dryline surged westward allowing abundant low level moisture to return to the region. This dryline mixed to the east during the afternoon stalling around US Highway 385. A capping inversion initially kept convective initiation from occurring until late in the afternoon under a very unstable atmosphere with CAPE values in excess of 4000 J/kg. Initially, the most intense thunderstorm developed and became anchored over southwestern Garza County. This supercell exhibited strong rotation at low and mid levels of the storm. Several storm chasers observed a tornado over open land that lasted for about 11 minutes. Because of the very slow storm motion of this thunderstorm, the tornado was nearly stationary for its entire lifetime. A lack of roads in the path of the tornado prevented a storm survey from being completed, thus this tornado could not be rated.|Heavy rain fell over an extended period of time in Garza County due to the storm's nearly stationary movement. As a result, a portion of Farm to Market road 669 south of Post was washed out.||The thunderstorms that developed in the southeastern South Plains generated a strong outflow boundary which then moved through the central South Plains. This outflow boundary caused scattered thunderstorms to grow over Lubbock County in which many of these became severe over multiple parts of the city of Lubbock. Hail up to two inches was reported in the city of Lubbock along with wind gusts up to 62 mph. This outflow boundary continued to move northward creating additional severe thunderstorms over the extreme south-central Texas Panhandle. One of these storms produced hail up to three inches in diameter in the city of Silverton (Briscoe County) leading to widespread damage to vehicles.||Trailing stratiform precipitation from decaying thunderstorms generated a couple of non-thunderstorm severe wind gusts. One of these occurred at Caprock Canyons State Park where a Texas Tech University West Texas mesonet site measured a wind gust to 58 mph. The other was at the Automated Surface Observing System at Childress Municipal Airport measuring a gust to 58 mph.","A supercell thunderstorm became anchored over southwestern Garza County for a few hours. During the lifespan of this supercell, it produced a tornado which was widely captured by storm chasers. The time of the tornado reported by storm chasers was distinctly correlated with the strongest low level rotation from KLBB WSR-88D radar imagery. This tornado remained out over open land in southwestern Garza County between Farm to Market Road 669 and the edge of the caprock. Because of this, any damage was inaccessible due to lack of roads and therefore an EF-U rating was assigned.",CSV
202005,25,1637,202005,25,1638,147991,891062,OKLAHOMA,40,2020,May,Tornado,C,135,SEQUOYAH,TSA,5/25/20 16:37,CST-6,5/25/20 16:38,0,0,0,0,100.00K,0.00K,NWS Storm Survey,,,,,EF0,0.5,100,,,,,2,SW,BLACKGUM,2,SW,BLACKGUM,35.5982,-95.0206,35.6051,-95.0214,"Thunderstorms developed during the afternoon of the 25th across southeastern Oklahoma, to the north of an upper level disturbance approaching the area from eastern Texas. The atmosphere had become moderately unstable ahead of the thunderstorms, and the low level wind shear had become strong. The combination of instability and wind shear promoted the development of supercell thunderstorms, which formed ahead of a squall line. The supercells produced multiple tornadoes, along with damaging wind.||These thunderstorms also produced widespread two to four inches of rain across much of eastern Oklahoma. This rainfall occurred following several days of rain, which resulted in five-day totals of four to eight inches across portions of eastern Oklahoma. Moderate flooding of the Neosho River near Commerce, and the Poteau River near Panama, resulted from this widespread heavy rain.","This tornado destroyed boat storage units, blew down power poles, and snapped large tree limbs. It was observed by storm chasers. Based on the damage, maximum estimated wind in the tornado was 80 to 85 mph.",CSV
202005,25,1834,202005,25,1834,147991,891699,OKLAHOMA,40,2020,May,Tornado,C,41,DELAWARE,TSA,5/25/20 18:34,CST-6,5/25/20 18:34,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.1,50,,,,,4,ENE,ROW,4,ENE,ROW,36.2937,-94.6122,36.2937,-94.6122,"Thunderstorms developed during the afternoon of the 25th across southeastern Oklahoma, to the north of an upper level disturbance approaching the area from eastern Texas. The atmosphere had become moderately unstable ahead of the thunderstorms, and the low level wind shear had become strong. The combination of instability and wind shear promoted the development of supercell thunderstorms, which formed ahead of a squall line. The supercells produced multiple tornadoes, along with damaging wind.||These thunderstorms also produced widespread two to four inches of rain across much of eastern Oklahoma. This rainfall occurred following several days of rain, which resulted in five-day totals of four to eight inches across portions of eastern Oklahoma. Moderate flooding of the Neosho River near Commerce, and the Poteau River near Panama, resulted from this widespread heavy rain.","This tornado snapped large tree limbs, and was observed by storm chasers. Based on this damage, maximum estimated wind in the tornado was 70 to 80 mph.",CSV
202003,28,1259,202003,28,1300,146548,880671,IOWA,19,2020,March,Tornado,C,3,ADAMS,DMX,3/28/20 12:59,CST-6,3/28/20 13:00,0,0,0,0,30.00K,0.00K,Emergency Manager,,,,,EF0,0.57,100,DMX,IA,1,ADAIR,3,NE,CARL,3,W,WILLIAMSON,41.1507,-94.6368,41.1579,-94.6316,Six tornadoes occurred across central Iowa during the afternoon.  The tornadoes remained in rural areas with some damage to farm buildings and trees.  No injuries or deaths were reported.,Tornado developed just south of the Adams/Adair county line moving northeast.  The tornado encountered a farmstead producing EF0 damage to an outbuilding.  The northeast trajectory took the tornado into Adair county shortly after impacting the farmstead.,CSV
202003,28,1300,202003,28,1315,146548,880672,IOWA,19,2020,March,Tornado,C,1,ADAIR,DMX,3/28/20 13:00,CST-6,3/28/20 13:15,0,0,0,0,95.00K,0.00K,Emergency Manager,,,,,EF1,6.9,115,,,,,6,WSW,FISK,4,NNW,FISK,41.1579,-94.6316,41.2443,-94.5652,Six tornadoes occurred across central Iowa during the afternoon.  The tornadoes remained in rural areas with some damage to farm buildings and trees.  No injuries or deaths were reported.,Tornado moved into Adair county from Adams county.  The tornado remained in rural southern Adair county as it moved to the northeast.  It did encounter one farmstead and produced EF1 damage to an outbuilding along with additional tree damage.  The rest of the track was in rural cropland before dissipating several miles south of Fontanelle.,CSV
202003,28,1526,202003,28,1528,146548,880684,IOWA,19,2020,March,Tornado,C,127,MARSHALL,DMX,3/28/20 15:26,CST-6,3/28/20 15:28,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,1.3,75,,,,,4,SSW,RHODES,2,SSW,RHODES,41.8819,-93.206,41.9005,-93.2022,Six tornadoes occurred across central Iowa during the afternoon.  The tornadoes remained in rural areas with some damage to farm buildings and trees.  No injuries or deaths were reported.,"Several different videos of this tornado as it started over State Highway 330 and move mostly northward.  It moved through a few different groves of tree producing EF0 damage.  Otherwise, it remained in rural areas with no damage to any structures.",CSV
202005,22,2010,202005,22,2012,147735,895162,TEXAS,48,2020,May,Tornado,C,337,MONTAGUE,FWD,5/22/20 20:10,CST-6,5/22/20 20:12,0,0,0,0,500.00K,0.00K,NWS Storm Survey,,,,,EF1,1.35,400,,,,,2,SW,BOWIE,1,S,BOWIE,33.5522,-97.8672,33.561,-97.8482,"May 22nd - 24th, 2020 was an active few days with two main time frames of severe weather, and scattered severe weather reports punctuated elsewhere within these few days. The highlight of this period was damaging straight-line winds across Montague, Cooke and Grayson Counties with an EF-1 tornado in Bowie (Montague County) on May 22nd. These storms formed along an outflow boundary and front combined across our northwestern counties. The second significant round of convection was scattered diurnal storms on the 24th that produced a few instances of large hail. This second event occurred ahead of an upper level trough that set the stage for severe weather in the state.","Within a larger swath of damaging thunderstorms winds in Bowie, subtle evidence of a tornado was discovered. Beginning near the Best Western Hotel near Highway 59 and US 287, the orientation of damage suggested weak convergence. The intensity of the damage also suggested higher wind speeds on the order of 90 to 95 mph. Similar indicators were noted from this area northeast along a mile-long path into the central business district of Bowie, where substantial roof damage and wall damage occurred to single story and multi-story buildings. This damage was suggestive of estimated tornado wind speeds topping out around 95 mph.",CSV
202005,25,1845,202005,25,1846,147991,891701,OKLAHOMA,40,2020,May,Tornado,C,41,DELAWARE,TSA,5/25/20 18:45,CST-6,5/25/20 18:46,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.3,75,,,,,5,SSW,MAYSVILLE,4,SSW,MAYSVILLE,36.3379,-94.6321,36.3416,-94.6344,"Thunderstorms developed during the afternoon of the 25th across southeastern Oklahoma, to the north of an upper level disturbance approaching the area from eastern Texas. The atmosphere had become moderately unstable ahead of the thunderstorms, and the low level wind shear had become strong. The combination of instability and wind shear promoted the development of supercell thunderstorms, which formed ahead of a squall line. The supercells produced multiple tornadoes, along with damaging wind.||These thunderstorms also produced widespread two to four inches of rain across much of eastern Oklahoma. This rainfall occurred following several days of rain, which resulted in five-day totals of four to eight inches across portions of eastern Oklahoma. Moderate flooding of the Neosho River near Commerce, and the Poteau River near Panama, resulted from this widespread heavy rain.","This tornado uprooted trees. It likely had a longer path length, but occurred in a heavily-wooded area that was mostly inaccessible by road. Based on this damage, maximum estimated wind in the tornado was 85 to 95 mph.",CSV
202005,25,1913,202005,25,1919,147991,891703,OKLAHOMA,40,2020,May,Tornado,C,41,DELAWARE,TSA,5/25/20 19:13,CST-6,5/25/20 19:19,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,2.2,300,,,,,8,SE,GROVE ARPT,6,SE,GROVE ARPT,36.51,-94.6476,36.542,-94.6546,"Thunderstorms developed during the afternoon of the 25th across southeastern Oklahoma, to the north of an upper level disturbance approaching the area from eastern Texas. The atmosphere had become moderately unstable ahead of the thunderstorms, and the low level wind shear had become strong. The combination of instability and wind shear promoted the development of supercell thunderstorms, which formed ahead of a squall line. The supercells produced multiple tornadoes, along with damaging wind.||These thunderstorms also produced widespread two to four inches of rain across much of eastern Oklahoma. This rainfall occurred following several days of rain, which resulted in five-day totals of four to eight inches across portions of eastern Oklahoma. Moderate flooding of the Neosho River near Commerce, and the Poteau River near Panama, resulted from this widespread heavy rain.","This tornado snapped large tree limbs as it crossed several county roads. Based on this damage, maximum estimated wind in the tornado was 70 to 80 mph.",CSV
202004,22,1735,202004,22,1742,146709,886672,TEXAS,48,2020,April,Tornado,C,277,LAMAR,FWD,4/22/20 17:35,CST-6,4/22/20 17:42,0,0,0,0,5.00K,0.00K,NWS Storm Survey,,,,,EF1,4.45,510,,,,,2,SSW,BELK,4,WSW,PAT MAYSE LAKE,33.8089,-95.7308,33.8037,-95.654,"Thunderstorms developed along a dryline as a strong upper level disturbance crossed the Southern Plains. Some wind damage was reported across Central Texas, and a couple of tornadoes occurred in Lamar County.","A majority of the damage associated with this tornado was to a mix of softwood and hardwood trees, though a few outbuildings were damaged near the community of Direct. This tornado appears to have started near/along County Road 36500 and then tracked towards the east, crossing Farm-to-Market Road 1499. The end of the tornado track was difficult to determine due to limited road access, but the tornado appears to have dissipated along the southern edge of Pat Mayse Lake. Maximum winds with this tornado were estimated at 110 mph.",CSV
202004,22,1751,202004,22,1805,146709,886675,TEXAS,48,2020,April,Tornado,C,277,LAMAR,FWD,4/22/20 17:51,CST-6,4/22/20 18:05,0,0,0,0,75.00K,0.00K,NWS Storm Survey,,,,,EF2,10.16,810,SHV,TX,387,RED RIVER,1,SE,TROUT SPUR,1,ESE,FAULKNER,33.8169,-95.4799,33.8421,-95.3066,"Thunderstorms developed along a dryline as a strong upper level disturbance crossed the Southern Plains. Some wind damage was reported across Central Texas, and a couple of tornadoes occurred in Lamar County.","Based on the damage surveyed, this tornado started just to the east-northeast of the Powderly/Camp Maxey area near the Hidden Lakes Estates along FM 3298. Numerous trees were damaged/snapped or uprooted along the path of the tornado with some relatively minor roof damage to a handful of residential structures. The most concentrated damage occurred along County Road 45250 where considerable tree damage occurred and the EF-2 rating was assigned. The tornado crossed into Red River County for about a quarter of a mile as it was dissipating. Maximum estimated winds were 115 mph.",CSV
202003,28,1639,202003,28,1642,146548,880685,IOWA,19,2020,March,Tornado,C,13,BLACK HAWK,DMX,3/28/20 16:39,CST-6,3/28/20 16:42,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EFU,2.32,40,,,,,1,SSE,VOORHIES,2,ENE,VOORHIES,42.3136,-92.4686,42.3399,-92.4404,Six tornadoes occurred across central Iowa during the afternoon.  The tornadoes remained in rural areas with some damage to farm buildings and trees.  No injuries or deaths were reported.,"Picture of tornado near Voorhies was received from trained spotter.   The path of the tornado was later discovered in high resolution satellite imagery and adjusted accordingly.  The tornado remained in rural farm fields although passed very close to a house near the intersection of State Highway 175 and Highway 63, although no damage was reported.  With no damage occurring to any damage indicators, the tornado was rated an EFU.",CSV
202003,28,1649,202003,28,1651,146548,880686,IOWA,19,2020,March,Tornado,C,13,BLACK HAWK,DMX,3/28/20 16:49,CST-6,3/28/20 16:51,0,0,0,0,75.00K,0.00K,Broadcast Media,,,,,EF0,2.06,115,,,,,1,SW,ORANGE,1,N,ORANGE,42.4201,-92.3874,42.4461,-92.3676,Six tornadoes occurred across central Iowa during the afternoon.  The tornadoes remained in rural areas with some damage to farm buildings and trees.  No injuries or deaths were reported.,Tornado developed in rural farmland between Hudson and Waterloo moving quickly northeast.  The tornado encountered an building site destroying a hay shelter building that was open on both sides.  Additional damage occurred to a small storage building and trees on the site.  All damage was rated EF0.  The tornado continued northeast and dissipated before reaching Highway 20 on the south side of Waterloo.,CSV
202004,12,305,202004,12,313,147148,888840,TEXAS,48,2020,April,Tornado,C,307,MCCULLOCH,SJT,4/12/20 03:05,CST-6,4/12/20 03:13,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,5.12,300,,,,,1,NNW,MELVIN,2,SSE,PEAR VLY,31.2145,-99.5846,31.256,-99.5128,"A strong upper level disturbance interacted with an increasingly unstable airmass to produce supercell thunderstorms.  These supercell thunderstorms resulted in many reports of large hail and damaging winds on April 11.  ||A couple of long track supercells spawned at least two tornadoes shortly after midnight on Easter Sunday April 12.  One twister tracked near Melvin and stayed over ranch land, while another tornado tracked south of Ozona and also remained mostly over ranch land.  At the beginning of it's life cycle, the tornado in Crockett County struck a residence and resulted in EF-0 damage.","An EF-1 Tornado touched down near Highway 87 about a mile north of Melvin and continued northeast. It mostly uprooted large Oak Trees or snapped their trunks. It killed a calf and destroyed several |deer feeders. The tornado overturned a truck and cattle feeder.  It damaged the large doors on a barn.  In addition, it knocked over a fence.  Special thanks to ranchers who assisted with this damage survey.",CSV
202004,12,3,202004,12,16,147148,888860,TEXAS,48,2020,April,Tornado,C,105,CROCKETT,SJT,4/12/20 00:03,CST-6,4/12/20 00:16,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,5.62,250,,,,,15,SSW,OZONA,11,SSW,OZONA,30.5048,-101.3172,30.5505,-101.2391,"A strong upper level disturbance interacted with an increasingly unstable airmass to produce supercell thunderstorms.  These supercell thunderstorms resulted in many reports of large hail and damaging winds on April 11.  ||A couple of long track supercells spawned at least two tornadoes shortly after midnight on Easter Sunday April 12.  One twister tracked near Melvin and stayed over ranch land, while another tornado tracked south of Ozona and also remained mostly over ranch land.  At the beginning of it's life cycle, the tornado in Crockett County struck a residence and resulted in EF-0 damage.",An EF-1 Tornado snapped large tree trunks and uprooted numerous trees across ranch country located south of Ozona. The tornado broke a cross member of a large utility pole and knocked down electrical lines. The tornado destroyed a deer blind and some fencing. The tornado damaged the awning of a mobile home and flipped the outdoor A/C unit. Special thanks to the all of the ranchers and Crockett County Fire Department for their assistance with this survey.,CSV
202005,20,1741,202005,20,1745,147178,890143,COLORADO,8,2020,May,Tornado,C,123,WELD,BOU,5/20/20 17:41,MST-7,5/20/20 17:45,0,0,0,0,0.00K,,NWS Storm Survey,,,,,EF0,1.4,50,,,,,0,WSW,EATON ARPT,1,ESE,EATON,40.5185,-104.6582,40.5253,-104.6819,"Six EF-0 landspout tornadoes occurred in Weld County in the span of approximately one hour.   The tornadoes tracked in a southeast to northwest direction over open country in an area from 5 miles east of Greeley to just east of Eaton. Three lasted less than 10 minutes, and the longest lived tornado was on the ground for 25 minutes and had a track length of 8 miles. Three farmsteads were impacted with minor damage, and there were no injuries or deaths.",A brief landspout caused minor damage to a farmstead.  The tornado touched down just west of Weld Co 74/41.  Barn doors were blown it and a fiberglass canoe lofted into a tree.,CSV
202005,25,1726,202005,25,1729,147512,887327,IOWA,19,2020,May,Tornado,C,153,POLK,DMX,5/25/20 17:26,CST-6,5/25/20 17:29,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,1.56,50,,,,,1,NNW,LOVINGTON,1,NE,JOHNSTON,41.66,-93.706,41.6786,-93.6892,"A boundary remained fairly stationary across the state with environmental parameters continuing to support storm development. Storms across central Iowa produced some wind damage, downing trees and snapping a power pole. A tornado also occurred, cutting through Johnston, a northern Des Moines suburb. Tornado damage was largely confined to trees and powerlines with no structural damage reported.",The tornado began near Terra Park and ended near Dewey Park in Johnston.  Estimated peak wind speed of 95 mph was determined with damage to multiple large trees and power lines.  No damage to buildings was noted.,CSV
202005,26,1304,202005,26,1305,147513,887331,IOWA,19,2020,May,Tornado,C,15,BOONE,DMX,5/26/20 13:04,CST-6,5/26/20 13:05,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,0.6,20,,,,,5,SE,BERKLEY,4,SE,BERKLEY,41.8964,-94.0606,41.9039,-94.0669,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.","A storm chaser caught a brief tornado in rural Boone county.  The tornado did not impact any damage indicators, hence the EFU rating.",CSV
202005,26,1322,202005,26,1323,147513,887332,IOWA,19,2020,May,Tornado,C,15,BOONE,DMX,5/26/20 13:22,CST-6,5/26/20 13:23,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EFU,0.21,20,,,,,2,E,OGDEN,2,E,OGDEN,42.0236,-93.9867,42.0264,-93.9887,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.","Storm chaser observed a very brief tornado between Boone and Ogden south of Highway 30.  The tornado did not impact any damage indicators, hence the EFU rating.",CSV
202005,16,1247,202005,16,1248,147734,892552,TEXAS,48,2020,May,Tornado,C,467,VAN ZANDT,FWD,5/16/20 12:47,CST-6,5/16/20 12:48,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,0.67,250,FWD,TX,257,KAUFMAN,5,W,PHALBA,6,W,PHALBA,32.4071,-96.0645,32.407,-96.076,"A slow-moving upper level disturbance, with the help of a dry line and a southward-pushing outflow boundary, produced multiple rounds of showers and storms Friday and Saturday. Damaging wind gusts and localized flash flooding were the main results, though two brief tornadoes also occurred.","This tornado continued into Kaufman County. A little more than an hour after the Malakoff tornado occurred, a second tornado developed over extreme southwest Van Zandt County, approximately 3 miles northeast of Mabank. This tornado touched down along VZ County Road 2718 just east of the intersection with VZ County Road 2719. The tornado moved almost due west along VZ CR 2718, producing intermittent tree and power line damage, as well as roof damage to several manufactured homes, site built homes, and a couple of farm outbuildings. The tornado continued westward, moving into extreme southeast Kaufman County and producing additional intermittent tree and outbuilding damage. The tornado dissipated near the intersection of Kaufman County Road 4007 and Farm to Market Road 90. The total length of the tornado was 2.19 miles and the maximum winds were 85 mph.",CSV
202005,16,1248,202005,16,1250,147734,896687,TEXAS,48,2020,May,Tornado,C,257,KAUFMAN,FWD,5/16/20 12:48,CST-6,5/16/20 12:50,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,1.5,250,,,,,3,NNE,MABANK,3,N,MABANK,32.407,-96.076,32.4097,-96.1015,"A slow-moving upper level disturbance, with the help of a dry line and a southward-pushing outflow boundary, produced multiple rounds of showers and storms Friday and Saturday. Damaging wind gusts and localized flash flooding were the main results, though two brief tornadoes also occurred.","This tornado is a continuation from Van Zandt County. A little more than an hour after the Malakoff tornado occurred, a second tornado developed over extreme southwest Van Zandt County, approximately 3 miles northeast of Mabank. This tornado touched down along VZ County Road 2718 just east of the intersection with VZ County Road 2719. The tornado moved almost due west along VZ CR 2718, producing intermittent tree and power line damage, as well as roof damage to several manufactured homes, site built homes, and a couple of farm outbuildings. The tornado continued westward, moving into extreme southeast Kaufman County and producing additional intermittent tree and outbuilding damage. The tornado dissipated near the intersection of Kaufman County Road 4007 and Farm to Market Road 90. The total length of the tornado was 2.19 miles and the maximum winds were 85 mph.",CSV
202005,4,1650,202005,4,1654,148032,895769,OKLAHOMA,40,2020,May,Tornado,C,27,CLEVELAND,OUN,5/4/20 16:50,CST-6,5/4/20 16:54,0,0,0,0,20.00K,0.00K,NWS Employee,,,,,EF1,2,50,,,,,8,ENE,LEXINGTON,8,E,LEXINGTON,35.034,-97.198,35.005,-97.192,A couple of supercells produced very large hail in central Oklahoma during the afternoon and evening of the 4th. Other storms later produced large hail and damaging wind gusts across portion of southern Oklahoma. One tornado was observed in southeast Cleveland County east of Lexington.,A tornado touched down just northwest of Moffett Road and SE 168th Street and moved south-southeast crossing State Highway 39. Trees were broken along Moffat Road and along 168th Street just north of Highway 39. A mobile home just south of Highway 39 suffered some roof damage.,CSV
202004,21,2228,202004,21,2229,147028,890610,OKLAHOMA,40,2020,April,Tornado,C,31,COMANCHE,OUN,4/21/20 22:28,CST-6,4/21/20 22:29,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,EFU,0.11,100,OUN,OK,51,GRADY,5,ESE,STERLING,5,ESE,STERLING,34.711,-98.091,34.711,-98.089,Storms initiated along a warm front amid strong instability and enough shear for multiple storms producing very large hail up to the size of baseballs and a few brief tornadoes on the evening of the 21st.,"A tornado developed in far eastern Comanche County east of Sterling, just west of the Grady County line. The tornado produced no known damage in Comanche County before moving quickly into Grady County.",CSV
202004,22,1524,202004,22,1536,147030,890644,OKLAHOMA,40,2020,April,Tornado,C,19,CARTER,OUN,4/22/20 15:24,CST-6,4/22/20 15:36,0,0,0,0,0.00K,,NWS Storm Survey,,,,,EF2,4.6,600,OUN,OK,99,MURRAY,2,NNE,SPRINGER,6,NNW,(ADM)ARDMORE APT,34.3385,-97.126,34.376,-97.062,A dryline and upper level wave combined with strong shear to produce multiple tornadic supercells across southern Oklahoma on the 22nd.,Damage was observed in high-resolution satellite imagery from a large tornado that occurred in areas of the southern Arbuckle Mountains inaccessible to ground survey teams. The large tornado developed on the southern slopes of the Arbuckle Mountains and was observed by many storm spotters and storm chasers as it moved northeast into the Arbuckles. The satellite imagery indicated a clear path of tree damage that moved intermittently northeast and east-northeast with the most significant and widest area of tree damage along a tree line along Cool Creek where numerous large trees were toppled along a 600 yard wide path. The tornado crossed into Murray County south-southwest of Dougherty.,CSV
202004,22,1553,202004,22,1605,147030,890652,OKLAHOMA,40,2020,April,Tornado,C,95,MARSHALL,OUN,4/22/20 15:53,CST-6,4/22/20 16:05,1,0,2,0,500.00K,0.00K,NWS Storm Survey,,,,,EF2,4.25,400,,,,,2,SSW,OAKLAND,2,SE,MADILL,34.0705,-96.813,34.07,-96.74,A dryline and upper level wave combined with strong shear to produce multiple tornadic supercells across southern Oklahoma on the 22nd.,"The Madill tornado initially developed near State Highway 99C and west of Breezy Hill Road. The tornado moved east-northeast along and just north of Highway 99C and then crossed US-377 and moved through the southern portion of the city of Madill. The tornado turned east-southeast and dissipated about 2 miles southeast of the center of Madill. EF2 damage was noted to houses and industrial buildings in the south part of Madill and to power poles along the path.||Heavy damage occurred at J and I Manufacturing just southwest of Madill and the Oklahoma Steel and Wire on the southeast side of Madill. One person was ejected from his car and killed near the intersection of Highway 377 and Highway 99C when his car was hit by the tornado. And a truck driver from Mississippi who was making a delivery at Oklahoma Steel and Wire was outside of his truck, struck by falling debris and killed at the plant. One person was airlifted to a hospital in Plano Texas in critical condition, and an unknown number of people suffered minor injuries that did not require transport.",CSV
202005,16,1136,202005,16,1138,147734,892551,TEXAS,48,2020,May,Tornado,C,213,HENDERSON,FWD,5/16/20 11:36,CST-6,5/16/20 11:38,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF0,1.03,150,,,,,1,WSW,MALAKOFF,2,WSW,MALAKOFF,32.1659,-96.0283,32.1637,-96.0456,"A slow-moving upper level disturbance, with the help of a dry line and a southward-pushing outflow boundary, produced multiple rounds of showers and storms Friday and Saturday. Damaging wind gusts and localized flash flooding were the main results, though two brief tornadoes also occurred.","This tornado developed on the west side of Malakoff, south of Highway 31, in a residential area west of the post office. A number of trees were blown onto homes and cars, causing minor roof and vehicular damage. Farther west, the tornado impacted a nursing home, causing significant roof damage. The tornado then crossed Highway 31, completely destroying a propane supply business building, and causing significant large tree damage. The degree of damage to this metal building was consistent with EF-1 tornado winds, peaking at approximately 100 mph. Immediately to the west of the propane building, the tornado produced modest roof damage to a hotel on the north side of Highway 31 before dissipating. The total length of the tornado was 1.03 miles and the maximum winds were 100 mph.",CSV
